Map,Agent1,Agent2,Agent3,Agent4,Agent5,Rank,Avg_Winrate
Abyss,Harbor,Clove,Jett,Reyna,Sage,Radiant,0.7044557390936044
Abyss,Harbor,Clove,Jett,Sova,Skye,Iron,0.9979330792037273
Abyss,Harbor,Clove,Jett,Sova,Skye,Bronze,0.9942481999152901
Abyss,Harbor,Clove,Jett,Sova,Skye,Silver,0.990288013553579
Abyss,Harbor,Clove,Jett,Sova,Skye,Gold,0.9906056755612029
Abyss,Harbor,Clove,Jett,Sova,Skye,Platinum,0.9907962727657773
Abyss,Harbor,Clove,Jett,Sova,Skye,Diamond,0.9897585768742059
Abyss,Harbor,Clove,Jett,Sova,Skye,Ascendant,0.9941846675137653
Abyss,Harbor,Clove,Jett,Sova,Skye,Immortal,1.0204447268106733
Abyss,Harbor,Clove,Jett,Sova,Skye,Radiant,0.8645362134688692
Abyss,Omen,Jett,Clove,Sage,Deadlock,Iron,0.8041380770859805
Abyss,Omen,Jett,Clove,Sage,Deadlock,Bronze,0.803989834815756
Abyss,Omen,Jett,Clove,Sage,Deadlock,Silver,0.8013638288860652
Abyss,Omen,Jett,Clove,Sage,Deadlock,Gold,0.7998178737822956
Abyss,Omen,Jett,Clove,Sage,Deadlock,Platinum,0.8003896653960185
Abyss,Omen,Jett,Clove,Sage,Deadlock,Diamond,0.7994790343074968
Abyss,Omen,Jett,Clove,Sage,Deadlock,Ascendant,0.8067005506141466
Abyss,Omen,Jett,Clove,Sage,Deadlock,Immortal,0.8195129182549767
Abyss,Omen,Jett,Clove,Sage,Deadlock,Radiant,0.8172892842016094
Abyss,Clove,Deadlock,Reyna,Jett,Cypher,Iron,0.8129055484963998
Abyss,Clove,Deadlock,Reyna,Jett,Cypher,Bronze,0.8120796272765778
Abyss,Clove,Deadlock,Reyna,Jett,Cypher,Silver,0.8102583650995341
Abyss,Clove,Deadlock,Reyna,Jett,Cypher,Gold,0.8086488775942396
Abyss,Clove,Deadlock,Reyna,Jett,Cypher,Platinum,0.8090512494705633
Abyss,Clove,Deadlock,Reyna,Jett,Cypher,Diamond,0.8061287590004236
Abyss,Clove,Deadlock,Reyna,Jett,Cypher,Ascendant,0.8018509106310885
Abyss,Clove,Deadlock,Reyna,Jett,Cypher,Immortal,0.8052816603134265
Abyss,Clove,Deadlock,Reyna,Jett,Cypher,Radiant,0.8041168996188055
Abyss,Viper,Clove,Jett,Sage,Sova,Iron,0.9999025836509954
Abyss,Viper,Clove,Jett,Sage,Sova,Bronze,0.9986319356204998
Abyss,Viper,Clove,Jett,Sage,Sova,Silver,0.998864887759424
Abyss,Viper,Clove,Jett,Sage,Sova,Gold,1.0021685726387124
Abyss,Viper,Clove,Jett,Sage,Sova,Platinum,1.005196950444727
Abyss,Viper,Clove,Jett,Sage,Sova,Diamond,0.9977424819991529
Abyss,Viper,Clove,Jett,Sage,Sova,Ascendant,1.0016179584921643
Abyss,Viper,Clove,Jett,Sage,Sova,Immortal,1.0824947056332062
Abyss,Viper,Clove,Jett,Sage,Sova,Radiant,0.9453494282083863
Abyss,Harbor,Clove,Jett,Deadlock,Reyna,Iron,0.8032486234646335
Abyss,Harbor,Clove,Jett,Deadlock,Reyna,Bronze,0.8000296484540448
Abyss,Harbor,Clove,Jett,Deadlock,Reyna,Silver,0.7956247352816603
Abyss,Harbor,Clove,Jett,Deadlock,Reyna,Gold,0.79429055484964
Abyss,Harbor,Clove,Jett,Deadlock,Reyna,Platinum,0.7966624311732317
Abyss,Harbor,Clove,Jett,Deadlock,Reyna,Diamond,0.7934646336298179
Abyss,Harbor,Clove,Jett,Deadlock,Reyna,Ascendant,0.7926387124099958
Abyss,Harbor,Clove,Jett,Deadlock,Reyna,Immortal,0.824595510376959
Abyss,Harbor,Clove,Jett,Deadlock,Reyna,Radiant,0.7049851757729775
Abyss,Clove,Reyna,Cypher,Deadlock,Jett,Iron,0.8129055484963998
Abyss,Clove,Reyna,Cypher,Deadlock,Jett,Bronze,0.8120796272765778
Abyss,Clove,Reyna,Cypher,Deadlock,Jett,Silver,0.8102583650995341
Abyss,Clove,Reyna,Cypher,Deadlock,Jett,Gold,0.8086488775942398
Abyss,Clove,Reyna,Cypher,Deadlock,Jett,Platinum,0.8090512494705633
Abyss,Clove,Reyna,Cypher,Deadlock,Jett,Diamond,0.8061287590004236
Abyss,Clove,Reyna,Cypher,Deadlock,Jett,Ascendant,0.8018509106310885
Abyss,Clove,Reyna,Cypher,Deadlock,Jett,Immortal,0.8052816603134265
Abyss,Clove,Reyna,Cypher,Deadlock,Jett,Radiant,0.8041168996188055
Abyss,Viper,Reyna,Clove,Sova,Sage,Iron,1.0029944938585345
Abyss,Viper,Reyna,Clove,Sova,Sage,Bronze,0.9989284201609487
Abyss,Viper,Reyna,Clove,Sova,Sage,Silver,0.9990343074968233
Abyss,Viper,Reyna,Clove,Sova,Sage,Gold,1.001681490893689
Abyss,Viper,Reyna,Clove,Sova,Sage,Platinum,1.0050063532401525
Abyss,Viper,Reyna,Clove,Sova,Sage,Diamond,0.9977424819991529
Abyss,Viper,Reyna,Clove,Sova,Sage,Ascendant,1.001681490893689
Abyss,Viper,Reyna,Clove,Sova,Sage,Immortal,1.079699279966116
Abyss,Viper,Reyna,Clove,Sova,Sage,Radiant,0.9451376535366369
Abyss,Clove,Reyna,Jett,Breach,Sage,Iron,1.0092630241423126
Abyss,Clove,Reyna,Jett,Breach,Sage,Bronze,1.0094112664125372
Abyss,Clove,Reyna,Jett,Breach,Sage,Silver,1.0096018636171114
Abyss,Clove,Reyna,Jett,Breach,Sage,Gold,1.0084159254553153
Abyss,Clove,Reyna,Jett,Breach,Sage,Platinum,1.0053028377806015
Abyss,Clove,Reyna,Jett,Breach,Sage,Diamond,1.0076111817026685
Abyss,Clove,Reyna,Jett,Breach,Sage,Ascendant,1.021990681914443
Abyss,Clove,Reyna,Jett,Breach,Sage,Immortal,1.0551122405760271
Abyss,Clove,Reyna,Jett,Breach,Sage,Radiant,0.9900127064803048
Abyss,Astra,Clove,Reyna,Neon,Sage,Iron,0.8037780601440068
Abyss,Astra,Clove,Reyna,Neon,Sage,Bronze,0.8029944938585346
Abyss,Astra,Clove,Reyna,Neon,Sage,Silver,0.8011732316814909
Abyss,Astra,Clove,Reyna,Neon,Sage,Gold,0.7987801778907243
Abyss,Astra,Clove,Reyna,Neon,Sage,Platinum,0.8005590851334181
Abyss,Astra,Clove,Reyna,Neon,Sage,Diamond,0.8002414231257942
Abyss,Astra,Clove,Reyna,Neon,Sage,Ascendant,0.8084582803896654
Abyss,Astra,Clove,Reyna,Neon,Sage,Immortal,0.8075264718339686
Abyss,Astra,Clove,Reyna,Neon,Sage,Radiant,0.8148750529436679
Abyss,Omen,Phoenix,Clove,Jett,Sage,Iron,0.7986531130876747
Abyss,Omen,Phoenix,Clove,Jett,Sage,Bronze,0.8001778907242694
Abyss,Omen,Phoenix,Clove,Jett,Sage,Silver,0.799987293519695
Abyss,Omen,Phoenix,Clove,Jett,Sage,Gold,0.797996611605252
Abyss,Omen,Phoenix,Clove,Jett,Sage,Platinum,0.7982507412113512
Abyss,Omen,Phoenix,Clove,Jett,Sage,Diamond,0.7932105040237187
Abyss,Omen,Phoenix,Clove,Jett,Sage,Ascendant,0.7990766624311731
Abyss,Omen,Phoenix,Clove,Jett,Sage,Immortal,0.8069758576874205
Abyss,Omen,Phoenix,Clove,Jett,Sage,Radiant,0.8072723422278696
Abyss,Brimstone,Clove,Jett,Fade,Sage,Iron,1.0021473951715376
Abyss,Brimstone,Clove,Jett,Fade,Sage,Bronze,1.0002414231257941
Abyss,Brimstone,Clove,Jett,Fade,Sage,Silver,1.0006649724692926
Abyss,Brimstone,Clove,Jett,Fade,Sage,Gold,0.9983989834815756
Abyss,Brimstone,Clove,Jett,Fade,Sage,Platinum,1.000368487928844
Abyss,Brimstone,Clove,Jett,Fade,Sage,Diamond,0.9978271918678525
Abyss,Brimstone,Clove,Jett,Fade,Sage,Ascendant,1.015404489623041
Abyss,Brimstone,Clove,Jett,Fade,Sage,Immortal,0.9551757729775519
Abyss,Brimstone,Clove,Jett,Fade,Sage,Radiant,0.962587886488776
Abyss,Clove,Jett,Reyna,Deadlock,Breach,Iron,1.0109995764506565
Abyss,Clove,Jett,Reyna,Deadlock,Breach,Bronze,1.011126641253706
Abyss,Clove,Jett,Reyna,Deadlock,Breach,Silver,1.010279542566709
Abyss,Clove,Jett,Reyna,Deadlock,Breach,Gold,1.0091994917407878
Abyss,Clove,Jett,Reyna,Deadlock,Breach,Platinum,1.0072299872935195
Abyss,Clove,Jett,Reyna,Deadlock,Breach,Diamond,1.0075476493011437
Abyss,Clove,Jett,Reyna,Deadlock,Breach,Ascendant,1.0110207539178315
Abyss,Clove,Jett,Reyna,Deadlock,Breach,Immortal,1.0473401101228292
Abyss,Clove,Jett,Reyna,Deadlock,Breach,Radiant,0.9905421431596781
Abyss,Clove,Sage,Reyna,Jett,Tejo,Iron,1.0081194409148666
Abyss,Clove,Sage,Reyna,Jett,Tejo,Bronze,1.008839474798814
Abyss,Clove,Sage,Reyna,Jett,Tejo,Silver,1.0078229563744177
Abyss,Clove,Sage,Reyna,Jett,Tejo,Gold,1.006001694197374
Abyss,Clove,Sage,Reyna,Jett,Tejo,Platinum,1.005387547649301
Abyss,Clove,Sage,Reyna,Jett,Tejo,Diamond,1.0059805167301992
Abyss,Clove,Sage,Reyna,Jett,Tejo,Ascendant,1.012842016094875
Abyss,Clove,Sage,Reyna,Jett,Tejo,Immortal,1.026014400677679
Abyss,Clove,Sage,Reyna,Jett,Tejo,Radiant,1.004858110969928
Abyss,Omen,Clove,Reyna,Jett,Deadlock,Iron,0.8069546802202456
Abyss,Omen,Clove,Reyna,Jett,Deadlock,Bronze,0.8050487081745022
Abyss,Omen,Clove,Reyna,Jett,Deadlock,Silver,0.8020626853028378
Abyss,Omen,Clove,Reyna,Jett,Deadlock,Gold,0.7998814061838204
Abyss,Omen,Clove,Reyna,Jett,Deadlock,Platinum,0.7998602287166455
Abyss,Omen,Clove,Reyna,Jett,Deadlock,Diamond,0.7971918678526049
Abyss,Omen,Clove,Reyna,Jett,Deadlock,Ascendant,0.7935281660313426
Abyss,Omen,Clove,Reyna,Jett,Deadlock,Immortal,0.7962177043625582
Abyss,Omen,Clove,Reyna,Jett,Deadlock,Radiant,0.8023379923761118
Abyss,Astra,Clove,Jett,Reyna,Deadlock,Iron,0.8075900042354934
Abyss,Astra,Clove,Jett,Reyna,Deadlock,Bronze,0.8075900042354934
Abyss,Astra,Clove,Jett,Reyna,Deadlock,Silver,0.8051545955103769
Abyss,Astra,Clove,Jett,Reyna,Deadlock,Gold,0.8041380770859805
Abyss,Astra,Clove,Jett,Reyna,Deadlock,Platinum,0.8043710292249047
Abyss,Astra,Clove,Jett,Reyna,Deadlock,Diamond,0.8006437950021177
Abyss,Astra,Clove,Jett,Reyna,Deadlock,Ascendant,0.794311732316815
Abyss,Astra,Clove,Jett,Reyna,Deadlock,Immortal,0.7992884371029225
Abyss,Astra,Clove,Jett,Reyna,Deadlock,Radiant,0.8158492164337146
Abyss,Astra,Jett,Clove,Reyna,Killjoy,Iron,0.8082041507835662
Abyss,Astra,Jett,Clove,Reyna,Killjoy,Bronze,0.8056204997882254
Abyss,Astra,Jett,Clove,Reyna,Killjoy,Silver,0.7998814061838204
Abyss,Astra,Jett,Clove,Reyna,Killjoy,Gold,0.7975518847945785
Abyss,Astra,Jett,Clove,Reyna,Killjoy,Platinum,0.7924481152054214
Abyss,Astra,Jett,Clove,Reyna,Killjoy,Diamond,0.7909868699703515
Abyss,Astra,Jett,Clove,Reyna,Killjoy,Ascendant,0.7800169419737399
Abyss,Astra,Jett,Clove,Reyna,Killjoy,Immortal,0.8270520965692503
Abyss,Astra,Jett,Clove,Reyna,Killjoy,Radiant,0.7009614570097416
Abyss,Viper,Clove,Jett,Reyna,Sage,Iron,0.8042227869546802
Abyss,Viper,Clove,Jett,Reyna,Sage,Bronze,0.7999449385853452
Abyss,Viper,Clove,Jett,Reyna,Sage,Silver,0.7985048708174503
Abyss,Viper,Clove,Jett,Reyna,Sage,Gold,0.800580262600593
Abyss,Viper,Clove,Jett,Reyna,Sage,Platinum,0.8035662854722575
Abyss,Viper,Clove,Jett,Reyna,Sage,Diamond,0.7970648030495553
Abyss,Viper,Clove,Jett,Reyna,Sage,Ascendant,0.8012367640830156
Abyss,Viper,Clove,Jett,Reyna,Sage,Immortal,0.8803769589157137
Abyss,Viper,Clove,Jett,Reyna,Sage,Radiant,0.7429563744176196
Abyss,Harbor,Jett,Clove,Sage,Reyna,Iron,0.8015120711562896
Abyss,Harbor,Jett,Clove,Sage,Reyna,Bronze,0.798314273612876
Abyss,Harbor,Jett,Clove,Sage,Reyna,Silver,0.7949470563320626
Abyss,Harbor,Jett,Clove,Sage,Reyna,Gold,0.7935069885641678
Abyss,Harbor,Jett,Clove,Sage,Reyna,Platinum,0.7947352816603133
Abyss,Harbor,Jett,Clove,Sage,Reyna,Diamond,0.7935281660313427
Abyss,Harbor,Jett,Clove,Sage,Reyna,Ascendant,0.8036086404066074
Abyss,Harbor,Jett,Clove,Sage,Reyna,Immortal,0.8323676408301568
Abyss,Harbor,Jett,Clove,Sage,Reyna,Radiant,0.7044557390936044
Abyss,Viper,Reyna,Jett,Clove,Deadlock,Iron,0.8059593392630242
Abyss,Viper,Reyna,Jett,Clove,Deadlock,Bronze,0.8016603134265142
Abyss,Viper,Reyna,Jett,Clove,Deadlock,Silver,0.7991825497670478
Abyss,Viper,Reyna,Jett,Clove,Deadlock,Gold,0.8013638288860653
Abyss,Viper,Reyna,Jett,Clove,Deadlock,Platinum,0.8054934349851758
Abyss,Viper,Reyna,Jett,Clove,Deadlock,Diamond,0.7970012706480305
Abyss,Viper,Reyna,Jett,Clove,Deadlock,Ascendant,0.790266836086404
Abyss,Viper,Reyna,Jett,Clove,Deadlock,Immortal,0.8726048284625159
Abyss,Viper,Reyna,Jett,Clove,Deadlock,Radiant,0.7434858110969927
Abyss,Clove,Sage,Reyna,Deadlock,Jett,Iron,0.8102583650995341
Abyss,Clove,Sage,Reyna,Deadlock,Jett,Bronze,0.8115078356628547
Abyss,Clove,Sage,Reyna,Deadlock,Jett,Silver,0.8106183820415078
Abyss,Clove,Sage,Reyna,Deadlock,Jett,Gold,0.8093689114781872
Abyss,Clove,Sage,Reyna,Deadlock,Jett,Platinum,0.8109995764506566
Abyss,Clove,Sage,Reyna,Deadlock,Jett,Diamond,0.8102160101651842
Abyss,Clove,Sage,Reyna,Deadlock,Jett,Ascendant,0.8175222363405337
Abyss,Clove,Sage,Reyna,Deadlock,Jett,Immortal,0.8294027954256671
Abyss,Clove,Sage,Reyna,Deadlock,Jett,Radiant,0.8253155442609064
Abyss,Clove,Jett,Sage,Deadlock,Reyna,Iron,0.8102583650995341
Abyss,Clove,Jett,Sage,Deadlock,Reyna,Bronze,0.8115078356628547
Abyss,Clove,Jett,Sage,Deadlock,Reyna,Silver,0.8106183820415078
Abyss,Clove,Jett,Sage,Deadlock,Reyna,Gold,0.8093689114781872
Abyss,Clove,Jett,Sage,Deadlock,Reyna,Platinum,0.8109995764506566
Abyss,Clove,Jett,Sage,Deadlock,Reyna,Diamond,0.8102160101651842
Abyss,Clove,Jett,Sage,Deadlock,Reyna,Ascendant,0.8175222363405337
Abyss,Clove,Jett,Sage,Deadlock,Reyna,Immortal,0.8294027954256671
Abyss,Clove,Jett,Sage,Deadlock,Reyna,Radiant,0.8253155442609065
Abyss,Brimstone,Clove,Sage,Jett,Reyna,Iron,0.8069335027530706
Abyss,Brimstone,Clove,Sage,Jett,Reyna,Bronze,0.8058746293943245
Abyss,Brimstone,Clove,Sage,Jett,Reyna,Silver,0.8063405336721728
Abyss,Brimstone,Clove,Sage,Jett,Reyna,Gold,0.8036509953409572
Abyss,Brimstone,Clove,Sage,Jett,Reyna,Platinum,0.8033968657348581
Abyss,Brimstone,Clove,Sage,Jett,Reyna,Diamond,0.8042651418890301
Abyss,Brimstone,Clove,Sage,Jett,Reyna,Ascendant,0.8287674714104193
Abyss,Brimstone,Clove,Sage,Jett,Reyna,Immortal,0.7759296908089792
Abyss,Brimstone,Clove,Sage,Jett,Reyna,Radiant,0.8282592121982211
Abyss,Astra,Sage,Clove,Reyna,Neon,Iron,0.8037780601440068
Abyss,Astra,Sage,Clove,Reyna,Neon,Bronze,0.8029944938585346
Abyss,Astra,Sage,Clove,Reyna,Neon,Silver,0.801173231681491
Abyss,Astra,Sage,Clove,Reyna,Neon,Gold,0.7987801778907243
Abyss,Astra,Sage,Clove,Reyna,Neon,Platinum,0.800559085133418
Abyss,Astra,Sage,Clove,Reyna,Neon,Diamond,0.8002414231257942
Abyss,Astra,Sage,Clove,Reyna,Neon,Ascendant,0.8084582803896654
Abyss,Astra,Sage,Clove,Reyna,Neon,Immortal,0.8075264718339688
Abyss,Astra,Sage,Clove,Reyna,Neon,Radiant,0.8148750529436678
Abyss,Harbor,Clove,Sova,Reyna,Killjoy,Iron,1.0026344769165607
Abyss,Harbor,Clove,Sova,Reyna,Killjoy,Bronze,0.9970436255823802
Abyss,Harbor,Clove,Sova,Reyna,Killjoy,Silver,0.9908809826344769
Abyss,Harbor,Clove,Sova,Reyna,Killjoy,Gold,0.9888055908513342
Abyss,Harbor,Clove,Sova,Reyna,Killjoy,Platinum,0.9861795849216435
Abyss,Harbor,Clove,Sova,Reyna,Killjoy,Diamond,0.9844853875476494
Abyss,Harbor,Clove,Sova,Reyna,Killjoy,Ascendant,0.9787886488775943
Abyss,Harbor,Clove,Sova,Reyna,Killjoy,Immortal,1.0516814908936891
Abyss,Harbor,Clove,Sova,Reyna,Killjoy,Radiant,0.7922786954680221
Abyss,Omen,Jett,Reyna,Clove,Skye,Iron,1.0059593392630242
Abyss,Omen,Jett,Reyna,Clove,Skye,Bronze,1.0005802626005929
Abyss,Omen,Jett,Reyna,Clove,Skye,Silver,0.9963659466327828
Abyss,Omen,Jett,Reyna,Clove,Skye,Gold,0.9946082168572639
Abyss,Omen,Jett,Reyna,Clove,Skye,Platinum,0.9923634053367216
Abyss,Omen,Jett,Reyna,Clove,Skye,Diamond,0.9928081321473952
Abyss,Omen,Jett,Reyna,Clove,Skye,Ascendant,0.9946929267259637
Abyss,Omen,Jett,Reyna,Clove,Skye,Immortal,0.9899491740787802
Abyss,Omen,Jett,Reyna,Clove,Skye,Radiant,0.9594959762812368
Abyss,Clove,Iso,Jett,Sage,Killjoy,Iron,0.808034731046167
Abyss,Clove,Iso,Jett,Sage,Killjoy,Bronze,0.8088818297331639
Abyss,Clove,Iso,Jett,Sage,Killjoy,Silver,0.8057899195256246
Abyss,Clove,Iso,Jett,Sage,Killjoy,Gold,0.8044769165607794
Abyss,Clove,Iso,Jett,Sage,Killjoy,Platinum,0.8015332486234648
Abyss,Clove,Iso,Jett,Sage,Killjoy,Diamond,0.8044557390936045
Abyss,Clove,Iso,Jett,Sage,Killjoy,Ascendant,0.8087124099957645
Abyss,Clove,Iso,Jett,Sage,Killjoy,Immortal,0.862842016094875
Abyss,Clove,Iso,Jett,Sage,Killjoy,Radiant,0.7160821685726387
Abyss,Omen,Clove,Reyna,Jett,Breach,Iron,1.0059593392630242
Abyss,Omen,Clove,Reyna,Jett,Breach,Bronze,1.0029521389241847
Abyss,Omen,Clove,Reyna,Jett,Breach,Silver,1.0010461668784414
Abyss,Omen,Clove,Reyna,Jett,Breach,Gold,0.9989284201609487
Abyss,Omen,Clove,Reyna,Jett,Breach,Platinum,0.9941634900465903
Abyss,Omen,Clove,Reyna,Jett,Breach,Diamond,0.9945870393900891
Abyss,Omen,Clove,Reyna,Jett,Breach,Ascendant,0.9979966116052519
Abyss,Omen,Clove,Reyna,Jett,Breach,Immortal,1.0219271495129183
Abyss,Omen,Clove,Reyna,Jett,Breach,Radiant,0.9670351545955105
Abyss,Astra,Clove,Neon,Skye,Jett,Iron,1.00142736128759
Abyss,Astra,Clove,Neon,Skye,Jett,Bronze,0.9999449385853452
Abyss,Astra,Clove,Neon,Skye,Jett,Silver,0.995984752223634
Abyss,Astra,Clove,Neon,Skye,Jett,Gold,0.9947776365946632
Abyss,Astra,Clove,Neon,Skye,Jett,Platinum,0.995180008470987
Abyss,Astra,Clove,Neon,Skye,Jett,Diamond,0.9957941550190599
Abyss,Astra,Clove,Neon,Skye,Jett,Ascendant,0.9985895806861498
Abyss,Astra,Clove,Neon,Skye,Jett,Immortal,0.996281236764083
Abyss,Astra,Clove,Neon,Skye,Jett,Radiant,0.9727742481999153
Abyss,Omen,Clove,Reyna,Neon,Breach,Iron,1.0038839474798813
Abyss,Omen,Clove,Reyna,Neon,Breach,Bronze,1.0000720033883947
Abyss,Omen,Clove,Reyna,Neon,Breach,Silver,0.9977424819991529
Abyss,Omen,Clove,Reyna,Neon,Breach,Gold,0.9943540872511649
Abyss,Omen,Clove,Reyna,Neon,Breach,Platinum,0.992278695468022
Abyss,Omen,Clove,Reyna,Neon,Breach,Diamond,0.9941211351122405
Abyss,Omen,Clove,Reyna,Neon,Breach,Ascendant,1.001173231681491
Abyss,Omen,Clove,Reyna,Neon,Breach,Immortal,1.0223930537907666
Abyss,Omen,Clove,Reyna,Neon,Breach,Radiant,0.9665904277848371
Abyss,Harbor,Jett,Sage,Clove,Deadlock,Iron,0.8004320203303685
Abyss,Harbor,Jett,Sage,Clove,Deadlock,Bronze,0.7989707750952986
Abyss,Harbor,Jett,Sage,Clove,Deadlock,Silver,0.7949258788648877
Abyss,Harbor,Jett,Sage,Clove,Deadlock,Gold,0.7942270224481153
Abyss,Harbor,Jett,Sage,Clove,Deadlock,Platinum,0.7971918678526049
Abyss,Harbor,Jett,Sage,Clove,Deadlock,Diamond,0.7957518000847099
Abyss,Harbor,Jett,Sage,Clove,Deadlock,Ascendant,0.8058110969927996
Abyss,Harbor,Jett,Sage,Clove,Deadlock,Immortal,0.8478907242693774
Abyss,Harbor,Jett,Sage,Clove,Deadlock,Radiant,0.7199364675984753
Abyss,Clove,Neon,Reyna,Sage,Deadlock,Iron,0.8081829733163914
Abyss,Clove,Neon,Reyna,Sage,Deadlock,Bronze,0.8086277001270649
Abyss,Clove,Neon,Reyna,Sage,Deadlock,Silver,0.8073146971622194
Abyss,Clove,Neon,Reyna,Sage,Deadlock,Gold,0.8047945785684032
Abyss,Clove,Neon,Reyna,Sage,Deadlock,Platinum,0.8091147818720881
Abyss,Clove,Neon,Reyna,Sage,Deadlock,Diamond,0.8097501058873359
Abyss,Clove,Neon,Reyna,Sage,Deadlock,Ascendant,0.8206988564167725
Abyss,Clove,Neon,Reyna,Sage,Deadlock,Immortal,0.8298686997035155
Abyss,Clove,Neon,Reyna,Sage,Deadlock,Radiant,0.8248708174502329
Abyss,Omen,Jett,Reyna,Clove,Sage,Iron,0.8052181279119017
Abyss,Omen,Jett,Reyna,Clove,Sage,Bronze,0.8033333333333332
Abyss,Omen,Jett,Reyna,Clove,Sage,Silver,0.8013850063532402
Abyss,Omen,Jett,Reyna,Clove,Sage,Gold,0.7990978398983482
Abyss,Omen,Jett,Reyna,Clove,Sage,Platinum,0.7979330792037274
Abyss,Omen,Jett,Reyna,Clove,Sage,Diamond,0.7972554002541297
Abyss,Omen,Jett,Reyna,Clove,Sage,Ascendant,0.8044980940279542
Abyss,Omen,Jett,Reyna,Clove,Sage,Immortal,0.803989834815756
Abyss,Omen,Jett,Reyna,Clove,Sage,Radiant,0.8018085556967387
Abyss,Clove,Jett,Reyna,Gekko,Deadlock,Iron,1.0106183820415078
Abyss,Clove,Jett,Reyna,Gekko,Deadlock,Bronze,1.0118890300720034
Abyss,Clove,Jett,Reyna,Gekko,Deadlock,Silver,1.0101524777636595
Abyss,Clove,Jett,Reyna,Gekko,Deadlock,Gold,1.0089453621346887
Abyss,Clove,Jett,Reyna,Gekko,Deadlock,Platinum,1.0101101228293095
Abyss,Clove,Jett,Reyna,Gekko,Deadlock,Diamond,1.006022871664549
Abyss,Clove,Jett,Reyna,Gekko,Deadlock,Ascendant,1.0007285048708174
Abyss,Clove,Jett,Reyna,Gekko,Deadlock,Immortal,1.0204235493434985
Abyss,Clove,Jett,Reyna,Gekko,Deadlock,Radiant,1.028894536213469
Abyss,Brimstone,Clove,Reyna,Sage,Jett,Iron,0.8069335027530709
Abyss,Brimstone,Clove,Reyna,Sage,Jett,Bronze,0.8058746293943245
Abyss,Brimstone,Clove,Reyna,Sage,Jett,Silver,0.8063405336721728
Abyss,Brimstone,Clove,Reyna,Sage,Jett,Gold,0.8036509953409572
Abyss,Brimstone,Clove,Reyna,Sage,Jett,Platinum,0.8033968657348581
Abyss,Brimstone,Clove,Reyna,Sage,Jett,Diamond,0.8042651418890301
Abyss,Brimstone,Clove,Reyna,Sage,Jett,Ascendant,0.8287674714104193
Abyss,Brimstone,Clove,Reyna,Sage,Jett,Immortal,0.7759296908089792
Abyss,Brimstone,Clove,Reyna,Sage,Jett,Radiant,0.8282592121982211
Abyss,Astra,Clove,Jett,Reyna,Sage,Iron,0.8058534519271495
Abyss,Astra,Clove,Jett,Reyna,Sage,Bronze,0.8058746293943245
Abyss,Astra,Clove,Jett,Reyna,Sage,Silver,0.8044769165607792
Abyss,Astra,Clove,Jett,Reyna,Sage,Gold,0.8033545108005083
Abyss,Astra,Clove,Jett,Reyna,Sage,Platinum,0.8024438797119864
Abyss,Astra,Clove,Jett,Reyna,Sage,Diamond,0.8007073274036425
Abyss,Astra,Clove,Jett,Reyna,Sage,Ascendant,0.8052816603134265
Abyss,Astra,Clove,Jett,Reyna,Sage,Immortal,0.8070605675561203
Abyss,Astra,Clove,Jett,Reyna,Sage,Radiant,0.8153197797543414
Abyss,Viper,Deadlock,Clove,Jett,Reyna,Iron,0.8059593392630242
Abyss,Viper,Deadlock,Clove,Jett,Reyna,Bronze,0.8016603134265142
Abyss,Viper,Deadlock,Clove,Jett,Reyna,Silver,0.7991825497670478
Abyss,Viper,Deadlock,Clove,Jett,Reyna,Gold,0.8013638288860652
Abyss,Viper,Deadlock,Clove,Jett,Reyna,Platinum,0.8054934349851759
Abyss,Viper,Deadlock,Clove,Jett,Reyna,Diamond,0.7970012706480305
Abyss,Viper,Deadlock,Clove,Jett,Reyna,Ascendant,0.790266836086404
Abyss,Viper,Deadlock,Clove,Jett,Reyna,Immortal,0.8726048284625159
Abyss,Viper,Deadlock,Clove,Jett,Reyna,Radiant,0.7434858110969927
Abyss,Omen,Deadlock,Clove,Jett,Reyna,Iron,0.8069546802202455
Abyss,Omen,Deadlock,Clove,Jett,Reyna,Bronze,0.8050487081745022
Abyss,Omen,Deadlock,Clove,Jett,Reyna,Silver,0.8020626853028378
Abyss,Omen,Deadlock,Clove,Jett,Reyna,Gold,0.7998814061838204
Abyss,Omen,Deadlock,Clove,Jett,Reyna,Platinum,0.7998602287166455
Abyss,Omen,Deadlock,Clove,Jett,Reyna,Diamond,0.7971918678526049
Abyss,Omen,Deadlock,Clove,Jett,Reyna,Ascendant,0.7935281660313427
Abyss,Omen,Deadlock,Clove,Jett,Reyna,Immortal,0.7962177043625582
Abyss,Omen,Deadlock,Clove,Jett,Reyna,Radiant,0.8023379923761118
Abyss,Viper,Clove,Jett,Skye,Reyna,Iron,1.0049639983058025
Abyss,Viper,Clove,Jett,Skye,Reyna,Bronze,0.9971918678526048
Abyss,Viper,Clove,Jett,Skye,Reyna,Silver,0.9934858110969929
Abyss,Viper,Clove,Jett,Skye,Reyna,Gold,0.9960906395595086
Abyss,Viper,Clove,Jett,Skye,Reyna,Platinum,0.9979966116052519
Abyss,Viper,Clove,Jett,Skye,Reyna,Diamond,0.9926175349428208
Abyss,Viper,Clove,Jett,Skye,Reyna,Ascendant,0.991431596781025
